id1,id2,match_type,confidence
252,253,exact_match,1.0
252,254,exact_match,1.0
253,254,exact_match,1.0
255,256,exact_match,1.0
255,257,exact_match,1.0
256,257,exact_match,1.0
258,259,exact_match,1.0
258,260,exact_match,1.0
259,260,exact_match,1.0
261,262,exact_match,1.0
261,263,exact_match,1.0
262,263,exact_match,1.0
264,265,exact_match,1.0
264,266,exact_match,1.0
265,266,exact_match,1.0
267,268,exact_match,1.0
267,269,exact_match,1.0
268,269,exact_match,1.0
270,271,exact_match,1.0
270,272,exact_match,1.0
271,272,exact_match,1.0
273,274,exact_match,1.0
273,275,exact_match,1.0
274,275,exact_match,1.0
276,277,exact_match,1.0
276,278,exact_match,1.0
277,278,exact_match,1.0
279,280,exact_match,1.0
279,281,exact_match,1.0
280,281,exact_match,1.0
282,283,exact_match,1.0
282,284,exact_match,1.0
283,284,exact_match,1.0
285,286,exact_match,1.0
285,287,exact_match,1.0
286,287,exact_match,1.0
288,289,exact_match,1.0
288,290,exact_match,1.0
289,290,exact_match,1.0
291,292,exact_match,1.0
291,293,exact_match,1.0
292,293,exact_match,1.0
294,295,exact_match,1.0
294,296,exact_match,1.0
295,296,exact_match,1.0
297,298,exact_match,1.0
297,299,exact_match,1.0
298,299,exact_match,1.0
300,301,exact_match,1.0
300,302,exact_match,1.0
301,302,exact_match,1.0
